loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
9.865625,12.765379905700684,0.000953125,0.15625,10,,,,,
8.6296875,7.203322410583496,0.0009010416666666666,0.3125,20,,,,,
7.960417175292969,4.074094772338867,0.0008489583333333334,0.46875,30,,,,,
7.3203125,4.306825637817383,0.0007968750000000001,0.625,40,,,,,
6.810416412353516,7.470322132110596,0.0007447916666666666,0.78125,50,,,,,
6.614582824707031,7.461475849151611,0.0006927083333333334,0.9375,60,,,,,
6.2890625,3.1375317573547363,0.000640625,1.09375,70,,,,,
5.940104293823242,5.509166240692139,0.0005885416666666667,1.25,80,,,,,
5.58125,5.566355228424072,0.0005364583333333333,1.40625,90,,,,,
5.603646087646484,6.1130805015563965,0.000484375,1.5625,100,,,,,
5.6359375,5.796130180358887,0.0004322916666666667,1.71875,110,,,,,
5.367708587646485,6.4933624267578125,0.0003802083333333333,1.875,120,,,,,
5.501041412353516,5.152852535247803,0.000328125,2.03125,130,,,,,
5.158854293823242,3.576594352722168,0.0002760416666666667,2.1875,140,,,,,
5.232812118530274,5.753791332244873,0.00022395833333333336,2.34375,150,,,,,
5.1065105438232425,5.888316631317139,0.000171875,2.5,160,,,,,
4.712239837646484,2.544642925262451,0.00011979166666666667,2.65625,170,,,,,
4.654427337646484,4.7816033363342285,6.770833333333333e-05,2.8125,180,,,,,
4.63828125,8.814579010009766,1.5625e-05,2.96875,190,,,,,
,,,3.0,192,89.5591,2.144,2.144,6.738789769716695e+17,6.116265217463176
