epoch,train_loss,val_loss,val_macro_f1
1.0,0.8503938673042841,0.6002468877066489,0.6757650579623107
2.0,0.6959804072486225,0.688776620500898,0.6510057604208853
3.0,0.6320491957477473,0.5287958358320429,0.6848611615779182
4.0,0.5773266870431771,0.5235102188315376,0.693734786664978
5.0,0.5566075594522285,0.5959602808913501,0.6865539243813048
6.0,0.49238188974047936,0.682326326444017,0.6829489101708566
7.0,0.4594943616984006,0.5834485069483552,0.6992095925868971
8.0,0.42562589833502373,0.6112751720005992,0.6806982383278631
9.0,0.36781513525933895,0.63952964117162,0.7057408052183766
10.0,0.3401760521961174,0.5841373277668327,0.6893892610802894
11.0,0.29001951057105924,0.6726130314422094,0.6855080099357119
12.0,0.2756655312200527,0.7199057897838008,0.6647763560060146
13.0,0.2218415406246281,0.6776923895788245,0.7131244684883846
14.0,0.23319777345964002,0.7224459112272977,0.6793001700942061
15.0,0.19699332710883652,0.7063543852843368,0.7260342982498721
