loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.1568,4.601779460906982,4.924661746617467e-05,0.0461361014994233,50,,,,,
1.1797,2.5394725799560547,4.847785977859779e-05,0.0922722029988466,100,,,,,
1.1413,1.7317763566970825,4.770910209102091e-05,0.1384083044982699,150,,,,,
1.1241,1.62533700466156,4.694034440344404e-05,0.1845444059976932,200,,,,,
1.1274,1.9559695720672607,4.617158671586716e-05,0.2306805074971165,250,,,,,
1.1176,1.9240978956222534,4.540282902829028e-05,0.2768166089965398,300,,,,,
1.1264,1.4768977165222168,4.463407134071341e-05,0.3229527104959631,350,,,,,
1.1194,1.333592414855957,4.386531365313654e-05,0.3690888119953864,400,,,,,
1.1179,1.8408666849136353,4.309655596555966e-05,0.41522491349480967,450,,,,,
1.0883,1.5201853513717651,4.232779827798278e-05,0.461361014994233,500,,,,,
1.0905,2.095194101333618,4.155904059040591e-05,0.5074971164936563,550,,,,,
1.092,0.941937267780304,4.079028290282903e-05,0.5536332179930796,600,,,,,
1.092,1.0117000341415405,4.002152521525215e-05,0.5997693194925029,650,,,,,
1.0926,2.9049909114837646,3.9252767527675276e-05,0.6459054209919262,700,,,,,
1.0923,1.219408631324768,3.84840098400984e-05,0.6920415224913494,750,,,,,
1.0881,1.0040409564971924,3.7715252152521526e-05,0.7381776239907728,800,,,,,
1.1106,0.9833376407623291,3.694649446494465e-05,0.7843137254901961,850,,,,,
1.0971,1.1316514015197754,3.6177736777367777e-05,0.8304498269896193,900,,,,,
1.0967,0.7231190800666809,3.54089790897909e-05,0.8765859284890427,950,,,,,
1.1081,1.006316065788269,3.464022140221403e-05,0.922722029988466,1000,,,,,
1.086,1.040278434753418,3.3871463714637145e-05,0.9688581314878892,1050,,,,,
1.08,0.8123881816864014,3.310270602706027e-05,1.0147635524798155,1100,,,,,
1.09,1.0881876945495605,3.2333948339483396e-05,1.0608996539792388,1150,,,,,
1.0861,0.9539051055908203,3.156519065190652e-05,1.107035755478662,1200,,,,,
1.0939,1.1724605560302734,3.0796432964329646e-05,1.1531718569780853,1250,,,,,
1.1112,1.167550802230835,3.002767527675277e-05,1.1993079584775086,1300,,,,,
1.1083,1.0441241264343262,2.9258917589175893e-05,1.2454440599769319,1350,,,,,
1.0971,1.0443612337112427,2.8490159901599018e-05,1.2915801614763551,1400,,,,,
1.0716,1.2998582124710083,2.772140221402214e-05,1.3377162629757786,1450,,,,,
1.0508,2.678524971008301,2.6952644526445265e-05,1.3838523644752019,1500,,,,,
1.0302,5.902584552764893,2.6183886838868387e-05,1.4299884659746251,1550,,,,,
0.9993,3.7607903480529785,2.5415129151291515e-05,1.4761245674740484,1600,,,,,
0.96,4.793531894683838,2.4646371463714637e-05,1.522260668973472,1650,,,,,
0.8932,5.80592679977417,2.3877613776137762e-05,1.5683967704728952,1700,,,,,
0.876,5.577718257904053,2.3108856088560887e-05,1.6145328719723184,1750,,,,,
0.8337,3.942206382751465,2.2340098400984012e-05,1.6606689734717417,1800,,,,,
0.7776,9.093652725219727,2.1571340713407134e-05,1.706805074971165,1850,,,,,
0.7747,10.628620147705078,2.080258302583026e-05,1.7529411764705882,1900,,,,,
0.6779,5.497198104858398,2.0033825338253385e-05,1.7990772779700115,1950,,,,,
0.6919,9.071783065795898,1.9265067650676506e-05,1.8452133794694348,2000,,,,,
0.7351,10.70080852508545,1.849630996309963e-05,1.891349480968858,2050,,,,,
0.6495,5.150475978851318,1.7727552275522757e-05,1.9374855824682813,2100,,,,,
0.5817,4.564692974090576,1.6958794587945882e-05,1.9836216839677048,2150,,,,,
0.5741,5.979904651641846,1.6190036900369004e-05,2.029527104959631,2200,,,,,
0.5957,14.781922340393066,1.542127921279213e-05,2.0756632064590543,2250,,,,,
0.5136,6.955469608306885,1.4652521525215254e-05,2.1217993079584776,2300,,,,,
0.5508,6.87434720993042,1.3883763837638377e-05,2.167935409457901,2350,,,,,
0.5347,15.040647506713867,1.31150061500615e-05,2.214071510957324,2400,,,,,
0.4991,6.509856224060059,1.2346248462484624e-05,2.2602076124567474,2450,,,,,
0.4785,10.354086875915527,1.157749077490775e-05,2.3063437139561707,2500,,,,,
0.5194,10.02489185333252,1.0808733087330873e-05,2.352479815455594,2550,,,,,
0.385,9.658854484558105,1.0039975399753998e-05,2.398615916955017,2600,,,,,
0.4875,6.298774242401123,9.271217712177122e-06,2.4447520184544405,2650,,,,,
0.4994,12.949169158935547,8.502460024600247e-06,2.4908881199538637,2700,,,,,
0.4712,4.9523234367370605,7.73370233702337e-06,2.5370242214532874,2750,,,,,
0.3729,18.14926528930664,6.9649446494464944e-06,2.5831603229527103,2800,,,,,
0.5377,12.786271095275879,6.196186961869619e-06,2.629296424452134,2850,,,,,
0.4439,19.33323097229004,5.427429274292743e-06,2.6754325259515572,2900,,,,,
0.4295,15.159367561340332,4.658671586715867e-06,2.7215686274509805,2950,,,,,
0.5315,16.052045822143555,3.889913899138992e-06,2.7677047289504038,3000,,,,,
0.4282,8.139781951904297,3.121156211562116e-06,2.813840830449827,3050,,,,,
0.4248,4.988073348999023,2.35239852398524e-06,2.8599769319492503,3100,,,,,
0.435,8.206357955932617,1.5836408364083642e-06,2.9061130334486736,3150,,,,,
0.4113,5.86661434173584,8.148831488314884e-07,2.952249134948097,3200,,,,,
0.4071,7.8504204750061035,4.612546125461255e-08,2.99838523644752,3250,,,,,
,,,3.0,3252,4916.8218,5.289,0.661,9.127901330261567e+19,0.8481351435367764
