loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
6.6869,52.794254302978516,4.944649446494466e-05,0.02306805074971165,25,,,,,
5.3446,18.896194458007812,4.8869926199261996e-05,0.0461361014994233,50,,,,,
5.4069,20.363388061523438,4.8293357933579335e-05,0.06920415224913495,75,,,,,
4.9945,43.59743881225586,4.771678966789668e-05,0.0922722029988466,100,,,,,
4.5812,18.517847061157227,4.7140221402214026e-05,0.11534025374855825,125,,,,,
4.1006,42.56183624267578,4.6563653136531365e-05,0.1384083044982699,150,,,,,
3.621,23.58990478515625,4.598708487084871e-05,0.16147635524798154,175,,,,,
3.3879,36.1121826171875,4.5410516605166056e-05,0.1845444059976932,200,,,,,
3.7763,19.84415054321289,4.4833948339483395e-05,0.20761245674740483,225,,,,,
3.4543,16.077451705932617,4.425738007380074e-05,0.2306805074971165,250,,,,,
3.076,92.84716033935547,4.3680811808118086e-05,0.2537485582468281,275,,,,,
3.4164,35.966400146484375,4.3104243542435424e-05,0.2768166089965398,300,,,,,
2.8539,24.98870849609375,4.252767527675277e-05,0.29988465974625145,325,,,,,
2.4538,57.18285369873047,4.195110701107011e-05,0.3229527104959631,350,,,,,
3.3783,12.703179359436035,4.1374538745387454e-05,0.3460207612456747,375,,,,,
2.5066,56.192344665527344,4.07979704797048e-05,0.3690888119953864,400,,,,,
2.6368,38.496158599853516,4.022140221402214e-05,0.39215686274509803,425,,,,,
2.0459,12.254755973815918,3.9644833948339484e-05,0.41522491349480967,450,,,,,
2.3545,37.507389068603516,3.906826568265683e-05,0.43829296424452135,475,,,,,
2.4183,57.9565315246582,3.849169741697417e-05,0.461361014994233,500,,,,,
2.094,36.17831802368164,3.7915129151291514e-05,0.4844290657439446,525,,,,,
2.3921,36.64016342163086,3.733856088560886e-05,0.5074971164936563,550,,,,,
2.4484,57.83224105834961,3.67619926199262e-05,0.5305651672433679,575,,,,,
1.9057,45.161312103271484,3.6185424354243544e-05,0.5536332179930796,600,,,,,
2.0034,25.83649253845215,3.560885608856089e-05,0.5767012687427913,625,,,,,
1.5151,46.73862838745117,3.503228782287823e-05,0.5997693194925029,650,,,,,
1.9277,47.44742965698242,3.4455719557195574e-05,0.6228373702422145,675,,,,,
1.9725,88.14253234863281,3.387915129151292e-05,0.6459054209919262,700,,,,,
1.5532,7.941453456878662,3.330258302583026e-05,0.6689734717416378,725,,,,,
2.3406,73.83151245117188,3.2726014760147604e-05,0.6920415224913494,750,,,,,
1.6793,33.07566452026367,3.214944649446495e-05,0.7151095732410612,775,,,,,
1.8194,53.05388259887695,3.157287822878229e-05,0.7381776239907728,800,,,,,
1.85,59.99647903442383,3.0996309963099634e-05,0.7612456747404844,825,,,,,
1.6524,78.60216522216797,3.0419741697416976e-05,0.7843137254901961,850,,,,,
1.5439,1.5824766159057617,2.9843173431734318e-05,0.8073817762399077,875,,,,,
2.1766,82.33860778808594,2.9266605166051664e-05,0.8304498269896193,900,,,,,
1.9234,49.237510681152344,2.8690036900369006e-05,0.8535178777393311,925,,,,,
1.3694,44.78565979003906,2.8113468634686345e-05,0.8765859284890427,950,,,,,
1.5564,63.95729064941406,2.7536900369003694e-05,0.8996539792387543,975,,,,,
1.3465,40.96138000488281,2.6960332103321036e-05,0.922722029988466,1000,,,,,
1.3992,29.966699600219727,2.6383763837638375e-05,0.9457900807381776,1025,,,,,
1.7272,63.892024993896484,2.5807195571955724e-05,0.9688581314878892,1050,,,,,
1.5205,170.0400390625,2.5230627306273062e-05,0.9919261822376009,1075,,,,,
1.3691,11.56637191772461,2.4654059040590408e-05,1.0147635524798155,1100,,,,,
1.1006,7.822768688201904,2.407749077490775e-05,1.0378316032295272,1125,,,,,
1.0598,21.822660446166992,2.3500922509225092e-05,1.0608996539792388,1150,,,,,
1.4575,30.949705123901367,2.2924354243542438e-05,1.0839677047289504,1175,,,,,
1.6136,39.097415924072266,2.234778597785978e-05,1.107035755478662,1200,,,,,
1.2389,24.103975296020508,2.1771217712177122e-05,1.1301038062283737,1225,,,,,
1.2719,42.37922286987305,2.1194649446494468e-05,1.1531718569780853,1250,,,,,
0.8947,1.4095655679702759,2.061808118081181e-05,1.176239907727797,1275,,,,,
0.9801,26.916017532348633,2.0041512915129152e-05,1.1993079584775086,1300,,,,,
1.2158,24.39575958251953,1.9464944649446494e-05,1.2223760092272202,1325,,,,,
1.3033,98.31941986083984,1.888837638376384e-05,1.2454440599769319,1350,,,,,
1.0719,22.037857055664062,1.8311808118081182e-05,1.2685121107266437,1375,,,,,
1.2521,143.99395751953125,1.7735239852398524e-05,1.2915801614763551,1400,,,,,
1.4578,206.65504455566406,1.715867158671587e-05,1.314648212226067,1425,,,,,
1.5178,100.36190032958984,1.658210332103321e-05,1.3377162629757786,1450,,,,,
1.5957,78.76773071289062,1.6005535055350554e-05,1.3607843137254902,1475,,,,,
1.1441,105.88983917236328,1.54289667896679e-05,1.3838523644752019,1500,,,,,
1.7419,4.819258213043213,1.485239852398524e-05,1.4069204152249135,1525,,,,,
1.4395,2.8557844161987305,1.4275830258302584e-05,1.4299884659746251,1550,,,,,
1.3697,131.85406494140625,1.3699261992619928e-05,1.4530565167243368,1575,,,,,
0.7254,15.560037612915039,1.3122693726937272e-05,1.4761245674740484,1600,,,,,
1.0545,107.63249206542969,1.2546125461254612e-05,1.49919261822376,1625,,,,,
1.0721,52.33510971069336,1.1969557195571956e-05,1.522260668973472,1650,,,,,
0.851,44.87584686279297,1.13929889298893e-05,1.5453287197231833,1675,,,,,
0.953,1.1318249702453613,1.0816420664206644e-05,1.5683967704728952,1700,,,,,
1.0028,5.446959018707275,1.0239852398523986e-05,1.5914648212226066,1725,,,,,
1.0161,17.768503189086914,9.663284132841328e-06,1.6145328719723184,1750,,,,,
1.0279,35.773616790771484,9.086715867158672e-06,1.6376009227220298,1775,,,,,
0.8909,86.30905151367188,8.510147601476016e-06,1.6606689734717417,1800,,,,,
1.1699,3.122469186782837,7.933579335793358e-06,1.6837370242214533,1825,,,,,
0.7524,7.829039096832275,7.357011070110702e-06,1.706805074971165,1850,,,,,
1.0614,3.8441076278686523,6.780442804428044e-06,1.7298731257208766,1875,,,,,
0.9763,91.60149383544922,6.203874538745388e-06,1.7529411764705882,1900,,,,,
0.7925,4.958755970001221,5.627306273062731e-06,1.7760092272202999,1925,,,,,
0.8654,0.5711493492126465,5.050738007380074e-06,1.7990772779700115,1950,,,,,
1.5662,44.8188362121582,4.474169741697417e-06,1.8221453287197233,1975,,,,,
0.8651,1.2269964218139648,3.89760147601476e-06,1.8452133794694348,2000,,,,,
0.8363,22.736597061157227,3.3210332103321034e-06,1.8682814302191466,2025,,,,,
0.8548,147.19549560546875,2.7444649446494465e-06,1.891349480968858,2050,,,,,
1.1333,275.7046203613281,2.16789667896679e-06,1.9144175317185699,2075,,,,,
1.1282,144.41949462890625,1.591328413284133e-06,1.9374855824682813,2100,,,,,
0.9851,37.31517791748047,1.014760147601476e-06,1.9605536332179931,2125,,,,,
1.2347,120.83454132080078,4.381918819188192e-07,1.9836216839677048,2150,,,,,
,,,2.0,2168,1999.798,8.67,1.084,6.085267553507711e+19,1.8893642487121245
