split,img_id,image_path,exists
train,train_000000,out/images/train/train_000000.jpg,True
train,train_000001,out/images/train/train_000001.jpg,True
train,train_000002,out/images/train/train_000002.jpg,True
train,train_000003,out/images/train/train_000003.jpg,True
train,train_000004,out/images/train/train_000004.jpg,True
train,train_000005,out/images/train/train_000005.jpg,True
train,train_000006,out/images/train/train_000006.jpg,True
train,train_000007,out/images/train/train_000007.jpg,True
train,train_000008,out/images/train/train_000008.jpg,True
train,train_000009,out/images/train/train_000009.jpg,True
train,train_000010,out/images/train/train_000010.jpg,True
train,train_000011,out/images/train/train_000011.jpg,True
train,train_000012,out/images/train/train_000012.jpg,True
train,train_000013,out/images/train/train_000013.jpg,True
train,train_000014,out/images/train/train_000014.jpg,True
train,train_000015,out/images/train/train_000015.jpg,True
train,train_000016,out/images/train/train_000016.jpg,True
train,train_000017,out/images/train/train_000017.jpg,True
train,train_000018,out/images/train/train_000018.jpg,True
train,train_000019,out/images/train/train_000019.jpg,True
train,train_000020,out/images/train/train_000020.jpg,True
train,train_000021,out/images/train/train_000021.jpg,True
train,train_000022,out/images/train/train_000022.jpg,True
train,train_000023,out/images/train/train_000023.jpg,True
train,train_000024,out/images/train/train_000024.jpg,True
train,train_000025,out/images/train/train_000025.jpg,True
train,train_000026,out/images/train/train_000026.jpg,True
train,train_000027,out/images/train/train_000027.jpg,True
train,train_000028,out/images/train/train_000028.jpg,True
train,train_000029,out/images/train/train_000029.jpg,True
train,train_000030,out/images/train/train_000030.jpg,True
train,train_000031,out/images/train/train_000031.jpg,True
train,train_000032,out/images/train/train_000032.jpg,True
train,train_000033,out/images/train/train_000033.jpg,True
train,train_000034,out/images/train/train_000034.jpg,True
train,train_000035,out/images/train/train_000035.jpg,True
train,train_000036,out/images/train/train_000036.jpg,True
train,train_000037,out/images/train/train_000037.jpg,True
train,train_000038,out/images/train/train_000038.jpg,True
train,train_000039,out/images/train/train_000039.jpg,True
train,train_000040,out/images/train/train_000040.jpg,True
train,train_000041,out/images/train/train_000041.jpg,True
train,train_000042,out/images/train/train_000042.jpg,True
train,train_000043,out/images/train/train_000043.jpg,True
train,train_000044,out/images/train/train_000044.jpg,True
train,train_000045,out/images/train/train_000045.jpg,True
train,train_000046,out/images/train/train_000046.jpg,True
train,train_000047,out/images/train/train_000047.jpg,True
train,train_000048,out/images/train/train_000048.jpg,True
train,train_000049,out/images/train/train_000049.jpg,True
train,train_000050,out/images/train/train_000050.jpg,True
train,train_000051,out/images/train/train_000051.jpg,True
train,train_000052,out/images/train/train_000052.jpg,True
train,train_000053,out/images/train/train_000053.jpg,True
train,train_000054,out/images/train/train_000054.jpg,True
train,train_000055,out/images/train/train_000055.jpg,True
train,train_000056,out/images/train/train_000056.jpg,True
train,train_000057,out/images/train/train_000057.jpg,True
train,train_000058,out/images/train/train_000058.jpg,True
train,train_000059,out/images/train/train_000059.jpg,True
train,train_000060,out/images/train/train_000060.jpg,True
train,train_000061,out/images/train/train_000061.jpg,True
train,train_000062,out/images/train/train_000062.jpg,True
train,train_000063,out/images/train/train_000063.jpg,True
train,train_000064,out/images/train/train_000064.jpg,True
train,train_000065,out/images/train/train_000065.jpg,True
train,train_000066,out/images/train/train_000066.jpg,True
train,train_000067,out/images/train/train_000067.jpg,True
train,train_000068,out/images/train/train_000068.jpg,True
train,train_000069,out/images/train/train_000069.jpg,True
train,train_000070,out/images/train/train_000070.jpg,True
train,train_000071,out/images/train/train_000071.jpg,True
train,train_000072,out/images/train/train_000072.jpg,True
train,train_000073,out/images/train/train_000073.jpg,True
train,train_000074,out/images/train/train_000074.jpg,True
