loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.6778,8.311956405639648,4.88929889298893e-05,0.02306805074971165,25,,,,,
1.2033,5.8312764167785645,4.773985239852399e-05,0.0461361014994233,50,,,,,
1.2515,25.605030059814453,4.6586715867158674e-05,0.06920415224913495,75,,,,,
1.2458,4.900803089141846,4.543357933579336e-05,0.0922722029988466,100,,,,,
1.1758,3.1814842224121094,4.428044280442805e-05,0.11534025374855825,125,,,,,
1.1699,2.620694637298584,4.3127306273062734e-05,0.1384083044982699,150,,,,,
1.1035,2.6781809329986572,4.197416974169742e-05,0.16147635524798154,175,,,,,
1.1872,1.9087311029434204,4.08210332103321e-05,0.1845444059976932,200,,,,,
1.1259,1.5095276832580566,3.9667896678966793e-05,0.20761245674740483,225,,,,,
1.1422,1.2744516134262085,3.851476014760148e-05,0.2306805074971165,250,,,,,
1.106,1.4682902097702026,3.736162361623616e-05,0.2537485582468281,275,,,,,
1.135,1.7042629718780518,3.620848708487085e-05,0.2768166089965398,300,,,,,
1.1166,1.4234135150909424,3.505535055350554e-05,0.29988465974625145,325,,,,,
1.1312,1.3458784818649292,3.390221402214022e-05,0.3229527104959631,350,,,,,
1.1214,1.40945303440094,3.274907749077491e-05,0.3460207612456747,375,,,,,
1.1164,1.3957359790802002,3.15959409594096e-05,0.3690888119953864,400,,,,,
1.1235,1.654549241065979,3.0442804428044282e-05,0.39215686274509803,425,,,,,
1.1183,1.3876618146896362,2.928966789667897e-05,0.41522491349480967,450,,,,,
1.0815,2.0873212814331055,2.8136531365313657e-05,0.43829296424452135,475,,,,,
1.0935,1.1494308710098267,2.6983394833948338e-05,0.461361014994233,500,,,,,
1.1009,1.3081965446472168,2.5830258302583026e-05,0.4844290657439446,525,,,,,
1.0904,1.3253676891326904,2.4677121771217714e-05,0.5074971164936563,550,,,,,
1.0944,1.4625585079193115,2.35239852398524e-05,0.5305651672433679,575,,,,,
1.0855,1.0232893228530884,2.2370848708487086e-05,0.5536332179930796,600,,,,,
1.0558,0.9815609455108643,2.1217712177121773e-05,0.5767012687427913,625,,,,,
1.1186,1.2135013341903687,2.0064575645756458e-05,0.5997693194925029,650,,,,,
1.0825,1.1495332717895508,1.8911439114391146e-05,0.6228373702422145,675,,,,,
1.0957,0.9834471344947815,1.7758302583025833e-05,0.6459054209919262,700,,,,,
1.108,1.2487084865570068,1.6605166051660518e-05,0.6689734717416378,725,,,,,
1.0768,1.7563718557357788,1.5452029520295202e-05,0.6920415224913494,750,,,,,
1.0829,1.0335211753845215,1.4298892988929891e-05,0.7151095732410612,775,,,,,
1.0827,1.2240612506866455,1.3145756457564576e-05,0.7381776239907728,800,,,,,
1.0985,1.115403413772583,1.1992619926199262e-05,0.7612456747404844,825,,,,,
1.1304,1.2492648363113403,1.083948339483395e-05,0.7843137254901961,850,,,,,
1.1073,1.541416883468628,9.686346863468636e-06,0.8073817762399077,875,,,,,
1.0924,1.4602395296096802,8.533210332103322e-06,0.8304498269896193,900,,,,,
1.0932,1.533515214920044,7.380073800738008e-06,0.8535178777393311,925,,,,,
1.1,1.1070821285247803,6.2269372693726945e-06,0.8765859284890427,950,,,,,
1.1132,1.1000831127166748,5.0738007380073806e-06,0.8996539792387543,975,,,,,
1.1187,1.247922420501709,3.920664206642067e-06,0.922722029988466,1000,,,,,
1.0883,1.2535722255706787,2.767527675276753e-06,0.9457900807381776,1025,,,,,
1.0788,0.9734382629394531,1.6143911439114391e-06,0.9688581314878892,1050,,,,,
1.0944,1.4740666151046753,4.612546125461255e-07,0.9919261822376009,1075,,,,,
,,,1.0,1084,1841.6785,4.707,0.589,3.0426337767538557e+19,1.1529890655151593
