epoch,train_loss,val_loss,val_macro_f1
1.0,0.8549575621122747,0.5864444041096815,0.645964723974746
2.0,0.6917469545121093,0.5318004125880884,0.6859942860934936
3.0,0.6326093473385219,0.5400830665835857,0.693957281367035
4.0,0.5885170409390362,0.5673743220739851,0.7164041394932947
5.0,0.5417428100820039,0.6417619571753097,0.6673662091860432
6.0,0.5112528647844568,0.60378088349887,0.7214646747505375
7.0,0.47102276906104684,0.6387431274990305,0.6746759887324925
8.0,0.4210254784197746,0.6354435048714264,0.7024456235231141
9.0,0.3738940525514222,0.6413312349852729,0.7261114774800457
10.0,0.34343687194567235,0.6321714939822591,0.7150140844771443
11.0,0.293076046824469,0.7348271866170255,0.6860710510277315
12.0,0.2821827269140887,0.843277522588268,0.6799684088652637
13.0,0.23446280535446729,0.7883290981754547,0.6787230059336716
14.0,0.22001592565853437,0.894736544058196,0.6392987012987014
15.0,0.1984464521277582,0.9510182842822598,0.6593939697607399
